#Ensembl.ID	Symbol
ENSGALG00000032312	ENSGALG00000032312
ENSGALG00000045482	LOC107056708
ENSGALG00000035716	ENSGALG00000035716
ENSGALG00000045472	ENSGALG00000045472
ENSGALG00000036153	ENSGALG00000036153
ENSGALG00000044786	ENSGALG00000044786
ENSGALG00000038897	ENSGALG00000038897
ENSGALG00000045989	ENSGALG00000045989
ENSGALG00000040075	ENSGALG00000040075
ENSGALG00000034401	ENSGALG00000034401
ENSGALG00000029920	ENSGALG00000029920
ENSGALG00000036849	GPR156L
ENSGALG00000037424	ENSGALG00000037424
ENSGALG00000029188	ENSGALG00000029188
ENSGALG00000031473	ENSGALG00000031473
ENSGALG00000031988	ENSGALG00000031988
ENSGALG00000036515	ENSGALG00000036515
ENSGALG00000046495	ENSGALG00000046495
ENSGALG00000039280	ENSGALG00000039280
ENSGALG00000042094	ENSGALG00000042094
ENSGALG00000039098	ENSGALG00000039098
ENSGALG00000029908	ENSGALG00000029908
ENSGALG00000030936	ENSGALG00000030936
ENSGALG00000031967	ENSGALG00000031967
ENSGALG00000036396	DPM3
ENSGALG00000040372	LOC107055763
ENSGALG00000041511	ENSGALG00000041511
ENSGALG00000041188	ENSGALG00000041188
ENSGALG00000037070	ENSGALG00000037070
ENSGALG00000040107	ENSGALG00000040107
ENSGALG00000038558	ENSGALG00000038558
ENSGALG00000045771	ENSGALG00000045771
ENSGALG00000035403	ENSGALG00000035403
ENSGALG00000042820	ENSGALG00000042820
ENSGALG00000030476	ENSGALG00000030476
ENSGALG00000030797	ENSGALG00000030797
ENSGALG00000042173	ENSGALG00000042173
ENSGALG00000038463	ENSGALG00000038463
ENSGALG00000041728	ENSGALG00000041728
ENSGALG00000043864	ENSGALG00000043864
ENSGALG00000039167	ENSGALG00000039167
ENSGALG00000036630	ENSGALG00000036630
ENSGALG00000039755	
ENSGALG00000044616	ENSGALG00000044616
ENSGALG00000037638	ENSGALG00000037638
ENSGALG00000043971	ENSGALG00000043971
ENSGALG00000042636	ENSGALG00000042636
ENSGALG00000034382	ENSGALG00000034382
ENSGALG00000038310	ENSGALG00000038310
ENSGALG00000041243	OPN1SW
ENSGALG00000043877	ENSGALG00000043877
ENSGALG00000043507	ENSGALG00000043507
ENSGALG00000030898	ENSGALG00000030898
ENSGALG00000037231	ENSGALG00000037231
ENSGALG00000039158	LOC107056983
ENSGALG00000038534	ENSGALG00000038534
ENSGALG00000036482	ENSGALG00000036482
ENSGALG00000045166	ENSGALG00000045166
ENSGALG00000033867	PCOLCE
ENSGALG00000043568	ENSGALG00000043568
ENSGALG00000044420	ENSGALG00000044420
ENSGALG00000031297	ENSGALG00000031297
ENSGALG00000046221	ENSGALG00000046221
ENSGALG00000030367	ENSGALG00000030367
ENSGALG00000038901	ENSGALG00000038901
ENSGALG00000031267	ENSGALG00000031267
ENSGALG00000042830	ENSGALG00000042830
ENSGALG00000032589	ENSGALG00000032589
ENSGALG00000036121	ENSGALG00000036121
ENSGALG00000037475	ENSGALG00000037475
ENSGALG00000045123	ENSGALG00000045123
ENSGALG00000033239	ENSGALG00000033239
ENSGALG00000029438	CLPP
ENSGALG00000031873	ENSGALG00000031873
ENSGALG00000045543	ENSGALG00000045543
ENSGALG00000036512	ENSGALG00000036512
ENSGALG00000045604	ENSGALG00000045604
ENSGALG00000038837	ENSGALG00000038837
ENSGALG00000030556	ENSGALG00000030556
ENSGALG00000030934	ENSGALG00000030934
ENSGALG00000030750	ENSGALG00000030750
ENSGALG00000039435	ENSGALG00000039435
ENSGALG00000042420	ENSGALG00000042420
ENSGALG00000042304	ENSGALG00000042304
ENSGALG00000042143	ENSGALG00000042143
ENSGALG00000029307	ENSGALG00000029307
ENSGALG00000041146	ENSGALG00000041146
ENSGALG00000030083	ENSGALG00000030083
ENSGALG00000034164	ENSGALG00000034164
ENSGALG00000038499	ENSGALG00000038499
ENSGALG00000038605	ENSGALG00000038605
ENSGALG00000033704	MIR7478
ENSGALG00000043665	ENSGALG00000043665
ENSGALG00000033837	ENSGALG00000033837
ENSGALG00000035398	ENSGALG00000035398
ENSGALG00000039584	UGGT2L
ENSGALG00000029726	ENSGALG00000029726
ENSGALG00000030634	ENSGALG00000030634
ENSGALG00000033876	ENSGALG00000033876
ENSGALG00000030571	ENSGALG00000030571
ENSGALG00000036038	ATF1L
ENSGALG00000040635	ENSGALG00000040635
ENSGALG00000044930	ENSGALG00000044930
ENSGALG00000032742	SLC38A7
ENSGALG00000041234	ENSGALG00000041234
ENSGALG00000045565	LOC107055767
ENSGALG00000033918	ENSGALG00000033918
ENSGALG00000043679	ENSGALG00000043679
ENSGALG00000039660	ENSGALG00000039660
ENSGALG00000031374	ENSGALG00000031374
ENSGALG00000045398	ENSGALG00000045398
ENSGALG00000030109	ENSGALG00000030109
ENSGALG00000029797	ENSGALG00000029797
ENSGALG00000041304	ENSGALG00000041304
ENSGALG00000040963	ENSGALG00000040963
ENSGALG00000030017	ENSGALG00000030017
ENSGALG00000035892	ENSGALG00000035892
ENSGALG00000041260	ENSGALG00000041260
ENSGALG00000040517	ENSGALG00000040517
ENSGALG00000031308	ENSGALG00000031308
ENSGALG00000035511	ENSGALG00000035511
ENSGALG00000031168	ENSGALG00000031168
ENSGALG00000034491	STX11L
ENSGALG00000032894	LOC107057238
ENSGALG00000044495	ENSGALG00000044495
ENSGALG00000044443	ENSGALG00000044443
ENSGALG00000039278	ENSGALG00000039278
ENSGALG00000030630	ENSGALG00000030630
ENSGALG00000033112	ENSGALG00000033112
ENSGALG00000038655	ENSGALG00000038655
ENSGALG00000031038	RPL28
ENSGALG00000045971	ENSGALG00000045971
ENSGALG00000038359	ENSGALG00000038359
ENSGALG00000030413	ENSGALG00000030413
ENSGALG00000033269	ENSGALG00000033269
ENSGALG00000046396	ENSGALG00000046396
ENSGALG00000040169	PTGES2L
ENSGALG00000029334	ENSGALG00000029334
ENSGALG00000042844	ENSGALG00000042844
ENSGALG00000031253	ENSGALG00000031253
ENSGALG00000034581	ENSGALG00000034581
ENSGALG00000046647	ENSGALG00000046647
ENSGALG00000031811	ENSGALG00000031811
ENSGALG00000046041	ENSGALG00000046041
ENSGALG00000034058	ENSGALG00000034058
ENSGALG00000040885	ENSGALG00000040885
ENSGALG00000033312	ENSGALG00000033312
ENSGALG00000043449	ENSGALG00000043449
ENSGALG00000045504	ENSGALG00000045504
ENSGALG00000035967	ENSGALG00000035967
ENSGALG00000045239	ENSGALG00000045239
ENSGALG00000044311	ENSGALG00000044311
ENSGALG00000044102	ENSGALG00000044102
ENSGALG00000040469	ENSGALG00000040469
ENSGALG00000035034	uc_338
ENSGALG00000038134	ENSGALG00000038134
ENSGALG00000039003	ENSGALG00000039003
ENSGALG00000043013	ENSGALG00000043013
ENSGALG00000030873	ENSGALG00000030873
ENSGALG00000037589	ENSGALG00000037589
ENSGALG00000044988	ENSGALG00000044988
ENSGALG00000031566	ENSGALG00000031566
ENSGALG00000041239	ENSGALG00000041239
ENSGALG00000039308	ENSGALG00000039308
ENSGALG00000035470	ENSGALG00000035470
ENSGALG00000035813	ENSGALG00000035813
ENSGALG00000044329	ENSGALG00000044329
ENSGALG00000045095	ENSGALG00000045095
ENSGALG00000035310	ENSGALG00000035310
ENSGALG00000042616	ENSGALG00000042616
ENSGALG00000041982	ENSGALG00000041982
ENSGALG00000044699	ENSGALG00000044699
ENSGALG00000037977	ENSGALG00000037977
ENSGALG00000040195	ENSGALG00000040195
ENSGALG00000046081	ENSGALG00000046081
ENSGALG00000029639	ENSGALG00000029639
ENSGALG00000038144	ENSGALG00000038144
ENSGALG00000036903	ENSGALG00000036903
ENSGALG00000041835	ENSGALG00000041835
ENSGALG00000041503	ENSGALG00000041503
ENSGALG00000040515	ENSGALG00000040515
ENSGALG00000037458	ENSGALG00000037458
ENSGALG00000041540	ENSGALG00000041540
ENSGALG00000040219	ENSGALG00000040219
ENSGALG00000035074	ENSGALG00000035074
ENSGALG00000031709	ENSGALG00000031709
ENSGALG00000030184	ENSGALG00000030184
ENSGALG00000036977	ENSGALG00000036977
ENSGALG00000031645	ENSGALG00000031645
ENSGALG00000035791	ENSGALG00000035791
ENSGALG00000040766	ENSGALG00000040766
ENSGALG00000034299	ENSGALG00000034299
ENSGALG00000041674	ENSGALG00000041674
ENSGALG00000044827	ENSGALG00000044827
ENSGALG00000039943	ENSGALG00000039943
ENSGALG00000037874	ENSGALG00000037874
ENSGALG00000040868	ENSGALG00000040868
ENSGALG00000039088	TRAPPC5
ENSGALG00000040357	ENSGALG00000040357
ENSGALG00000034842	ENSGALG00000034842
ENSGALG00000035435	ENSGALG00000035435
ENSGALG00000029727	ENSGALG00000029727
ENSGALG00000040487	ENSGALG00000040487
ENSGALG00000046454	ENSGALG00000046454
ENSGALG00000033394	ENSGALG00000033394
ENSGALG00000031677	ENSGALG00000031677
ENSGALG00000044843	ENSGALG00000044843
ENSGALG00000043109	ENSGALG00000043109
ENSGALG00000044804	ENSGALG00000044804
ENSGALG00000036684	ENSGALG00000036684
ENSGALG00000037438	ENSGALG00000037438
ENSGALG00000030772	ENSGALG00000030772
ENSGALG00000044267	ENSGALG00000044267
ENSGALG00000045681	ENSGALG00000045681
ENSGALG00000036752	ENSGALG00000036752
ENSGALG00000038153	ENSGALG00000038153
ENSGALG00000044122	ENSGALG00000044122
ENSGALG00000033334	ENSGALG00000033334
ENSGALG00000038830	ENSGALG00000038830
ENSGALG00000029216	CLPSL
ENSGALG00000045822	ENSGALG00000045822
ENSGALG00000031252	ENSGALG00000031252
ENSGALG00000033501	ENSGALG00000033501
ENSGALG00000040294	SNORD61
ENSGALG00000038743	ENSGALG00000038743
ENSGALG00000046102	ENSGALG00000046102
ENSGALG00000031809	ENSGALG00000031809
ENSGALG00000034908	ENSGALG00000034908
ENSGALG00000030848	ENSGALG00000030848
ENSGALG00000032855	ENSGALG00000032855
ENSGALG00000033494	ENSGALG00000033494
ENSGALG00000034904	ENSGALG00000034904
ENSGALG00000036817	ENSGALG00000036817
ENSGALG00000043220	ENSGALG00000043220
ENSGALG00000034286	ENSGALG00000034286
ENSGALG00000037421	ENSGALG00000037421
ENSGALG00000035370	ENSGALG00000035370
ENSGALG00000034172	ENSGALG00000034172
ENSGALG00000035110	ENSGALG00000035110
ENSGALG00000029530	STAT6
ENSGALG00000029291	ENSGALG00000029291
ENSGALG00000041889	ENSGALG00000041889
ENSGALG00000039180	ENSGALG00000039180
ENSGALG00000023044	ENSGALG00000023044
ENSGALG00000030360	ENSGALG00000030360
ENSGALG00000037783	ENSGALG00000037783
ENSGALG00000032697	ENSGALG00000032697
ENSGALG00000031324	ENSGALG00000031324
ENSGALG00000046357	ENSGALG00000046357
ENSGALG00000031630	ENSGALG00000031630
ENSGALG00000029290	ENSGALG00000029290
ENSGALG00000044340	ENSGALG00000044340
ENSGALG00000039838	ENSGALG00000039838
ENSGALG00000038205	ENSGALG00000038205
ENSGALG00000031871	ENSGALG00000031871
ENSGALG00000045506	ENSGALG00000045506
ENSGALG00000041133	ENSGALG00000041133
ENSGALG00000043161	ENSGALG00000043161
ENSGALG00000036565	ENSGALG00000036565
ENSGALG00000042221	ENSGALG00000042221
ENSGALG00000041758	ENSGALG00000041758
ENSGALG00000043644	ENSGALG00000043644
ENSGALG00000042590	ENSGALG00000042590
ENSGALG00000044306	ENSGALG00000044306
ENSGALG00000032514	ENSGALG00000032514
ENSGALG00000037125	ENSGALG00000037125
ENSGALG00000033202	ENSGALG00000033202
ENSGALG00000032677	ENSGALG00000032677
ENSGALG00000032729	ENSGALG00000032729
ENSGALG00000040647	ENSGALG00000040647
ENSGALG00000035958	ENSGALG00000035958
ENSGALG00000045217	ENSGALG00000045217
ENSGALG00000044514	ENSGALG00000044514
ENSGALG00000042149	ENSGALG00000042149
ENSGALG00000042256	RPRML
ENSGALG00000046626	ENSGALG00000046626
ENSGALG00000031880	ENSGALG00000031880
ENSGALG00000039486	ENSGALG00000039486
ENSGALG00000030465	ENSGALG00000030465
ENSGALG00000039491	ENSGALG00000039491
ENSGALG00000031394	ENSGALG00000031394
ENSGALG00000036454	ENSGALG00000036454
ENSGALG00000044748	ENSGALG00000044748
ENSGALG00000035054	ENSGALG00000035054
ENSGALG00000029625	uc_338
ENSGALG00000042571	ENSGALG00000042571
ENSGALG00000039055	ENSGALG00000039055
ENSGALG00000045018	ENSGALG00000045018
ENSGALG00000035888	ENSGALG00000035888
ENSGALG00000030013	ENSGALG00000030013
ENSGALG00000034958	ENSGALG00000034958
ENSGALG00000033757	ENSGALG00000033757
ENSGALG00000046022	ENSGALG00000046022
ENSGALG00000039702	ENSGALG00000039702
ENSGALG00000034446	ENSGALG00000034446
ENSGALG00000040919	RNF144A
ENSGALG00000042034	ENSGALG00000042034
ENSGALG00000045980	ENSGALG00000045980
ENSGALG00000041665	ENSGALG00000041665
ENSGALG00000045586	ENSGALG00000045586
ENSGALG00000035843	ENSGALG00000035843
ENSGALG00000029366	ENSGALG00000029366
ENSGALG00000032133	ENSGALG00000032133
ENSGALG00000044005	ENSGALG00000044005
ENSGALG00000030842	ENSGALG00000030842
ENSGALG00000046660	ENSGALG00000046660
ENSGALG00000029852	ENSGALG00000029852
ENSGALG00000037217	ENSGALG00000037217
ENSGALG00000035069	ENSGALG00000035069
ENSGALG00000044703	ENSGALG00000044703
ENSGALG00000041735	ENSGALG00000041735
ENSGALG00000037382	ENSGALG00000037382
ENSGALG00000036285	ENSGALG00000036285
ENSGALG00000034088	ENSGALG00000034088
ENSGALG00000039321	ENSGALG00000039321
ENSGALG00000032744	ENSGALG00000032744
ENSGALG00000045325	ENSGALG00000045325
ENSGALG00000044095	ENSGALG00000044095
ENSGALG00000034738	ENSGALG00000034738
ENSGALG00000037484	ENSGALG00000037484
ENSGALG00000037255	ENSGALG00000037255
ENSGALG00000032643	ENSGALG00000032643
ENSGALG00000040306	ENSGALG00000040306
ENSGALG00000040341	LOC107057577
ENSGALG00000038498	ENSGALG00000038498
ENSGALG00000044776	ENSGALG00000044776
ENSGALG00000038510	ENSGALG00000038510
ENSGALG00000043519	ENSGALG00000043519
ENSGALG00000041591	ENSGALG00000041591
ENSGALG00000044303	ENSGALG00000044303
ENSGALG00000033784	ENSGALG00000033784
ENSGALG00000037534	ENSGALG00000037534
ENSGALG00000035771	ENSGALG00000035771
ENSGALG00000038961	ENSGALG00000038961
ENSGALG00000044756	ENSGALG00000044756
ENSGALG00000045903	ENSGALG00000045903
ENSGALG00000033242	ENSGALG00000033242
ENSGALG00000040998	ENSGALG00000040998
ENSGALG00000035274	ELK4L
ENSGALG00000038934	ATP12AL
ENSGALG00000043291	ENSGALG00000043291
ENSGALG00000033556	ENSGALG00000033556
ENSGALG00000036764	ENSGALG00000036764
ENSGALG00000045180	ENSGALG00000045180
ENSGALG00000037771	ENSGALG00000037771
ENSGALG00000038235	ENSGALG00000038235
ENSGALG00000037548	ENSGALG00000037548
ENSGALG00000038942	ENSGALG00000038942
ENSGALG00000038197	ENSGALG00000038197
ENSGALG00000036635	ENSGALG00000036635
ENSGALG00000031557	ENSGALG00000031557
ENSGALG00000043580	ENSGALG00000043580
ENSGALG00000039647	ENSGALG00000039647
ENSGALG00000034966	ENSGALG00000034966
ENSGALG00000039927	ENSGALG00000039927
ENSGALG00000040566	LOC107056385
ENSGALG00000030395	ENSGALG00000030395
ENSGALG00000042162	ENSGALG00000042162
ENSGALG00000034786	SSBL
ENSGALG00000030073	LOC107057144
ENSGALG00000041784	MIR7442
ENSGALG00000036191	ENSGALG00000036191
ENSGALG00000043696	STRAPL
ENSGALG00000031678	ENSGALG00000031678
ENSGALG00000043078	ENSGALG00000043078
ENSGALG00000043101	ENSGALG00000043101
ENSGALG00000039721	ENSGALG00000039721
ENSGALG00000044659	ENSGALG00000044659
ENSGALG00000033052	ENSGALG00000033052
ENSGALG00000031675	ENSGALG00000031675
ENSGALG00000037235	ENSGALG00000037235
ENSGALG00000034084	ENSGALG00000034084
ENSGALG00000037645	ENSGALG00000037645
ENSGALG00000039645	ENSGALG00000039645
ENSGALG00000041495	ENSGALG00000041495
ENSGALG00000037715	ENSGALG00000037715
ENSGALG00000032225	ENSGALG00000032225
ENSGALG00000033583	ENSGALG00000033583
ENSGALG00000035452	ENSGALG00000035452
ENSGALG00000036741	ENSGALG00000036741
ENSGALG00000036653	ENSGALG00000036653
ENSGALG00000038101	EXOSC5
ENSGALG00000042246	BCKDHA
ENSGALG00000033167	ENSGALG00000033167
ENSGALG00000033159	ENSGALG00000033159
ENSGALG00000034755	ENSGALG00000034755
ENSGALG00000028456	ENSGALG00000028456
ENSGALG00000046057	ENSGALG00000046057
ENSGALG00000033719	ENSGALG00000033719
ENSGALG00000031435	ENSGALG00000031435
ENSGALG00000039049	ENSGALG00000039049
ENSGALG00000034056	ENSGALG00000034056
ENSGALG00000030518	ENSGALG00000030518
ENSGALG00000041284	ENSGALG00000041284
ENSGALG00000037990	ENSGALG00000037990
ENSGALG00000029605	ENSGALG00000029605
ENSGALG00000037019	ENSGALG00000037019
ENSGALG00000045421	ENSGALG00000045421
ENSGALG00000030786	ENSGALG00000030786
ENSGALG00000043937	ENSGALG00000043937
ENSGALG00000042258	ENSGALG00000042258
ENSGALG00000044135	ENSGALG00000044135
ENSGALG00000039984	ENSGALG00000039984
ENSGALG00000039225	ENSGALG00000039225
ENSGALG00000036737	ENSGALG00000036737
ENSGALG00000046168	ENSGALG00000046168
ENSGALG00000045002	ENSGALG00000045002
ENSGALG00000043323	ENSGALG00000043323
ENSGALG00000032682	NEDD8
ENSGALG00000032837	ENSGALG00000032837
ENSGALG00000032929	TMABADHL
ENSGALG00000031049	ENSGALG00000031049
ENSGALG00000036658	ENSGALG00000036658
ENSGALG00000032290	ENSGALG00000032290
ENSGALG00000044182	ENSGALG00000044182
ENSGALG00000040311	ENSGALG00000040311
ENSGALG00000046231	ENSGALG00000046231
ENSGALG00000044741	ENSGALG00000044741
ENSGALG00000037213	COX20H
ENSGALG00000029495	ENSGALG00000029495
ENSGALG00000037383	MIR6655
ENSGALG00000044590	ENSGALG00000044590
ENSGALG00000038895	ENSGALG00000038895
ENSGALG00000046431	ENSGALG00000046431
ENSGALG00000035019	MIR7448
ENSGALG00000044915	ENSGALG00000044915
ENSGALG00000040116	ENSGALG00000040116
ENSGALG00000038611	ENSGALG00000038611
ENSGALG00000042196	ENSGALG00000042196
ENSGALG00000042499	ENSGALG00000042499
ENSGALG00000041023	ENSGALG00000041023
ENSGALG00000041539	UNC93B1
ENSGALG00000031322	ENSGALG00000031322
ENSGALG00000031412	ENSGALG00000031412
ENSGALG00000045807	ENSGALG00000045807
ENSGALG00000036348	ENSGALG00000036348
ENSGALG00000038060	ENSGALG00000038060
ENSGALG00000046099	ENSGALG00000046099
ENSGALG00000042781	ENSGALG00000042781
ENSGALG00000030970	ENSGALG00000030970
ENSGALG00000030749	ENSGALG00000030749
ENSGALG00000045236	ENSGALG00000045236
ENSGALG00000036946	ENSGALG00000036946
ENSGALG00000033534	ENSGALG00000033534
ENSGALG00000036487	ENSGALG00000036487
ENSGALG00000040148	ENSGALG00000040148
ENSGALG00000032118	ENSGALG00000032118
ENSGALG00000044429	ENSGALG00000044429
ENSGALG00000034249	LOC107056051
ENSGALG00000043331	ENSGALG00000043331
ENSGALG00000045640	ENSGALG00000045640
ENSGALG00000045292	ENSGALG00000045292
ENSGALG00000031554	ENSGALG00000031554
ENSGALG00000036155	ENSGALG00000036155
ENSGALG00000029310	ENSGALG00000029310
ENSGALG00000044467	ENSGALG00000044467
ENSGALG00000045688	ENSGALG00000045688
ENSGALG00000030514	ENSGALG00000030514
ENSGALG00000032426	ENSGALG00000032426
ENSGALG00000044043	ENSGALG00000044043
ENSGALG00000043313	ENSGALG00000043313
ENSGALG00000044209	ENSGALG00000044209
ENSGALG00000040483	ENSGALG00000040483
ENSGALG00000030240	ENSGALG00000030240
ENSGALG00000040407	ENSGALG00000040407
ENSGALG00000037150	ENSGALG00000037150
ENSGALG00000035924	ENSGALG00000035924
ENSGALG00000030156	ENSGALG00000030156
ENSGALG00000031903	ENSGALG00000031903
ENSGALG00000040100	ENSGALG00000040100
ENSGALG00000046346	ENSGALG00000046346
ENSGALG00000043612	ENSGALG00000043612
ENSGALG00000041453	TMED4
ENSGALG00000041885	ENSGALG00000041885
ENSGALG00000040576	ENSGALG00000040576
ENSGALG00000035254	LOC101748797
ENSGALG00000037271	ENSGALG00000037271
ENSGALG00000041843	ENSGALG00000041843
ENSGALG00000030638	ENSGALG00000030638
ENSGALG00000042294	ENSGALG00000042294
ENSGALG00000030459	ENSGALG00000030459
ENSGALG00000045423	ENSGALG00000045423
ENSGALG00000042261	ENSGALG00000042261
ENSGALG00000034208	ENSGALG00000034208
ENSGALG00000038285	ENSGALG00000038285
ENSGALG00000030340	ENSGALG00000030340
ENSGALG00000040411	CND2L
ENSGALG00000029312	ENSGALG00000029312
ENSGALG00000032389	ENSGALG00000032389
ENSGALG00000043008	ENSGALG00000043008
ENSGALG00000041958	ENSGALG00000041958
ENSGALG00000035976	ENSGALG00000035976
ENSGALG00000045253	ENSGALG00000045253
ENSGALG00000040571	ENSGALG00000040571
ENSGALG00000035071	ENSGALG00000035071
ENSGALG00000036212	ENSGALG00000036212
ENSGALG00000042911	ENSGALG00000042911
ENSGALG00000039364	ENSGALG00000039364
ENSGALG00000044646	ENSGALG00000044646
ENSGALG00000039350	ENSGALG00000039350
ENSGALG00000038201	ENSGALG00000038201
ENSGALG00000031649	ENSGALG00000031649
ENSGALG00000040396	ENSGALG00000040396
ENSGALG00000030521	ENSGALG00000030521
ENSGALG00000033056	MIR383
ENSGALG00000042867	MIR1559
ENSGALG00000030158	ENSGALG00000030158
ENSGALG00000046323	ENSGALG00000046323
ENSGALG00000045297	ENSGALG00000045297
ENSGALG00000043551	ENSGALG00000043551
ENSGALG00000045778	ENSGALG00000045778
ENSGALG00000030087	ACTL6B
ENSGALG00000035395	ENSGALG00000035395
ENSGALG00000036042	ENSGALG00000036042
ENSGALG00000045946	ENSGALG00000045946
ENSGALG00000034619	ENSGALG00000034619
ENSGALG00000045689	ENSGALG00000045689
ENSGALG00000029719	ENSGALG00000029719
ENSGALG00000038414	ENSGALG00000038414
ENSGALG00000034669	ENSGALG00000034669
ENSGALG00000031612	ENSGALG00000031612
ENSGALG00000039415	ENSGALG00000039415
ENSGALG00000040329	ENSGALG00000040329
ENSGALG00000042170	ENSGALG00000042170
ENSGALG00000042348	ENSGALG00000042348
ENSGALG00000036224	LOC107057449
ENSGALG00000036632	ENSGALG00000036632
ENSGALG00000037833	ENSGALG00000037833
ENSGALG00000037610	MIR7445-2
ENSGALG00000046144	ENSGALG00000046144
ENSGALG00000033456	ENSGALG00000033456
ENSGALG00000034866	ENSGALG00000034866
ENSGALG00000041548	ENSGALG00000041548
ENSGALG00000038131	ENSGALG00000038131
ENSGALG00000040170	ENSGALG00000040170
ENSGALG00000029821	ENSGALG00000029821
ENSGALG00000036464	ENSGALG00000036464
ENSGALG00000029619	ENSGALG00000029619
ENSGALG00000044529	ENSGALG00000044529
ENSGALG00000036032	ENSGALG00000036032
ENSGALG00000042316	ENSGALG00000042316
ENSGALG00000043601	ENSGALG00000043601
ENSGALG00000031224	ENSGALG00000031224
ENSGALG00000030869	ENSGALG00000030869
ENSGALG00000032074	ENSGALG00000032074
ENSGALG00000041686	ENSGALG00000041686
ENSGALG00000030935	ENSGALG00000030935
ENSGALG00000031930	ENSGALG00000031930
ENSGALG00000037152	ENSGALG00000037152
ENSGALG00000039087	ENSGALG00000039087
ENSGALG00000036359	RUVBL2
ENSGALG00000045752	ENSGALG00000045752
ENSGALG00000035890	ENSGALG00000035890
ENSGALG00000037394	SLC25A44
ENSGALG00000031228	ENSGALG00000031228
ENSGALG00000038397	ENSGALG00000038397
ENSGALG00000046599	ENSGALG00000046599
ENSGALG00000038249	ENSGALG00000038249
ENSGALG00000045892	ENSGALG00000045892
ENSGALG00000045361	ENSGALG00000045361
ENSGALG00000030570	ENSGALG00000030570
ENSGALG00000035314	ENSGALG00000035314
ENSGALG00000045683	ENSGALG00000045683
ENSGALG00000038317	ENSGALG00000038317
ENSGALG00000033479	ENSGALG00000033479
ENSGALG00000034432	ENSGALG00000034432
ENSGALG00000030333	ENSGALG00000030333
ENSGALG00000041409	ENSGALG00000041409
ENSGALG00000043750	ENSGALG00000043750
ENSGALG00000038085	ENSGALG00000038085
ENSGALG00000029684	ENSGALG00000029684
ENSGALG00000040800	ALDRL
ENSGALG00000039841	ENSGALG00000039841
ENSGALG00000039968	ENSGALG00000039968
ENSGALG00000040496	ENSGALG00000040496
ENSGALG00000035735	ENSGALG00000035735
ENSGALG00000033467	ENSGALG00000033467
ENSGALG00000036298	ENSGALG00000036298
ENSGALG00000044264	ENSGALG00000044264
ENSGALG00000041954	RNADHX58
ENSGALG00000043276	LOC107051195
ENSGALG00000044870	LOC426220
ENSGALG00000043369	ENSGALG00000043369
ENSGALG00000030001	ENSGALG00000030001
ENSGALG00000040825	ENSGALG00000040825
ENSGALG00000039522	ENSGALG00000039522
ENSGALG00000039367	ENSGALG00000039367
ENSGALG00000042672	ENSGALG00000042672
ENSGALG00000041244	LOC107056640
ENSGALG00000044297	ENSGALG00000044297
ENSGALG00000046362	ENSGALG00000046362
ENSGALG00000045159	L1CAM
ENSGALG00000041865	ENSGALG00000041865
ENSGALG00000046364	ENSGALG00000046364
ENSGALG00000041090	ENSGALG00000041090
ENSGALG00000030473	SNORD2
ENSGALG00000042487	ENSGALG00000042487
ENSGALG00000038394	ENSGALG00000038394
ENSGALG00000032767	ENSGALG00000032767
ENSGALG00000040472	ENSGALG00000040472
ENSGALG00000042315	NDNFL
ENSGALG00000045977	ENSGALG00000045977
ENSGALG00000038573	ENSGALG00000038573
ENSGALG00000030131	ENSGALG00000030131
ENSGALG00000032532	ENSGALG00000032532
ENSGALG00000032597	ENSGALG00000032597
ENSGALG00000045769	ENSGALG00000045769
ENSGALG00000036513	ENSGALG00000036513
ENSGALG00000041149	LOC107055808
ENSGALG00000030990	ENSGALG00000030990
ENSGALG00000036180	ENSGALG00000036180
ENSGALG00000039699	U8
ENSGALG00000035895	ENSGALG00000035895
ENSGALG00000037627	ENSGALG00000037627
ENSGALG00000038824	ENSGALG00000038824
ENSGALG00000041603	ENSGALG00000041603
ENSGALG00000038122	ENSGALG00000038122
ENSGALG00000030310	ENSGALG00000030310
ENSGALG00000044972	ENSGALG00000044972
ENSGALG00000030199	ENSGALG00000030199
ENSGALG00000044465	ENSGALG00000044465
ENSGALG00000037039	ENSGALG00000037039
ENSGALG00000034106	ENSGALG00000034106
ENSGALG00000034465	ENSGALG00000034465
ENSGALG00000033633	SAT2
ENSGALG00000032129	ENSGALG00000032129
ENSGALG00000037978	ENSGALG00000037978
ENSGALG00000029183	ENSGALG00000029183
ENSGALG00000035808	LOC107057363
ENSGALG00000038909	ENSGALG00000038909
ENSGALG00000033333	ENSGALG00000033333
ENSGALG00000039520	LOC107056488
ENSGALG00000031239	ENSGALG00000031239
ENSGALG00000044468	ENSGALG00000044468
ENSGALG00000034626	ENSGALG00000034626
ENSGALG00000042217	ENSGALG00000042217
ENSGALG00000037743	ENSGALG00000037743
ENSGALG00000040450	MIR7478
ENSGALG00000032968	ENSGALG00000032968
ENSGALG00000030082	ENSGALG00000030082
ENSGALG00000034037	ENSGALG00000034037
ENSGALG00000039369	ENSGALG00000039369
ENSGALG00000032152	ENSGALG00000032152
ENSGALG00000032464	ENSGALG00000032464
ENSGALG00000042448	ENSGALG00000042448
ENSGALG00000043588	ENSGALG00000043588
ENSGALG00000039922	ENSGALG00000039922
ENSGALG00000042353	ENSGALG00000042353
ENSGALG00000032727	ENSGALG00000032727
ENSGALG00000036053	ENSGALG00000036053
